cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Tan2026,2026,ARTICLE,"Gaussian processes in power systems: Techniques, applications, and future works",Applied Energy,10.1016/j.apenergy.2025.126995,A,accept,gaussian process,machine learning,optimization,power system; electric power system; renewable energy,,load forecasting,hybrid,,6,87,Gaussian Processes and Bayesian Inference,0,low
Ling2026,2026,ARTICLE,Dynamic Reserve Sizing with Statistically Feasible Guarantees: An Uncertainty-Adaptive Robust Optimization Framework,IEEE Transactions on Power Systems,10.1109/TPWRS.2026.3673265,A,accept,learning-to-optimize,machine learning,optimization; dispatch; unit commitment; economic dispatch; robust optimization; chance constraint,power system; electric power system; unit commitment; economic dispatch; renewable energy,acceleration,,closed,,,,Risk and Portfolio Optimization,0,low
Adanta2025,2025,ARTICLE,"Optimization of pico-scale Turgo turbines for rural electrification: Design, performance, and applications in decentralized energy systems","e-Prime - Advances in Electrical Engineering, Electronics and Energy",10.1016/j.prime.2025.101127,A,accept,response surface; response surface methodology,,optimization,energy system; power system; renewable energy,,,gold,,,20,Hybrid Renewable Energy Systems,0,low
Xi2026,2026,CONFERENCE,Probabilistic prediction of LCOE for pumped storage power stations based on XGBoost-KDE hybrid model,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.3110596,out,reject,,machine learning; gradient boosting; xgboost,,power system,,,,,,,,,
Musbah2025,2025,ARTICLE,Forecasting load consumption: a comprehensive evaluation of deep learning and machine learning techniques,Electric Power Systems Research,10.1016/j.epsr.2025.111834,out,reject,,neural network; deep learning; machine learning; gradient boosting; xgboost; recurrent neural; lstm,optimization; optimisation; energy planning,power grid; energy planning,,load forecasting,,,,,,,
Bouhacina2026,2026,ARTICLE,A Novel Hybrid TOARS-Optimized Ensemble of Tree-Based Models for Predicting Soil Temperature at Shallow Depths,Sustainability (Switzerland),10.3390/su18010294,out,reject,,machine learning; random forest; xgboost,optimization,energy system,,,,,,,,,
Li2026,2026,ARTICLE,A probabilistic framework for assessing and enhancing the resilience of power systems to typhoon hazards,Reliability Engineering and System Safety,10.1016/j.ress.2025.111607,A,accept,surrogate,neural network,optimization,power system; electric power system; power grid,surrogate,,closed,,9,95,Infrastructure Resilience and Vulnerability Analysis,0,low
El Assal2025,2025,ARTICLE,Advances in Electrolyzer Emulators: A Comprehensive Review,Electronics (Switzerland),10.3390/electronics14234576,out,reject,,,optimization,energy system; renewable energy,,,,,,,,,
Boghetti2026,2026,ARTICLE,Graph neural network-based surrogate modeling for fast and scalable simulations of meshed district heating networks,Energy and AI,10.1016/j.egyai.2026.100721,A,accept,surrogate,neural network; machine learning; data-driven model; graph neural,optimization,district heating,speedup; surrogate,,gold,,1,25,Integrated Energy Systems Optimization,0,low
Dharanikota2025,2025,ARTICLE,Numerical investigation and optimization of unsteady convective nanofluid flow over a vertical surface with binary chemical reactions and activation energy using the Buongiorno framework,"Multiscale and Multidisciplinary Modeling, Experiments and Design",10.1007/s41939-025-01038-0,A,accept,response surface; response surface methodology,,optimization,energy system,approximate,,bronze,https://link.springer.com/content/pdf/10.1007/s41939-025-01038-0.pdf,1,41,Nanofluid Flow and Heat Transfer,1,low
Verma20264305,2026,ARTICLE,STDSE-Net: A GIS-Driven AI Framework for Dynamic Ensemble-Based Energy Emission Prediction,IEEE Access,10.1109/ACCESS.2025.3617532,out,reject,,machine learning; random forest; xgboost,optimization; energy planning,energy system; renewable energy; energy planning,,,,,,,,,
Akhai2026199,2026,BOOK,Artificial Intelligence Enhanced Taguchi-RSM Framework for Intelligent and Sustainable Optimization,AI-Driven Research Innovations in Computing and Information Science,10.4018/979-8-2600-0434-0.ch007,A,accept,response surface; response surface methodology,neural network; regression model,optimization; optimisation; multi-objective,energy system,,,closed,,,,Optimal Experimental Design Methods,0,low
Carlak2026,2026,ARTICLE,Integration of Machine-Learning Weather Forecasts into Photovoltaic Power Plant Modeling: Analysis of Forecast Accuracy and Energy Output Impact,Energies,10.3390/en19020318,out,reject,,neural network; machine learning; random forest; support vector; learning-based,optimization,energy system; renewable energy,,,,,,,,,
Hussen2026,2026,ARTICLE,A comparative analysis of internal resistance extraction methods for PV modules using real-world data,Engineering Research Express,10.1088/2631-8695/ae4291,out,reject,,,optimization,energy system; power system; electric power system,computational cost; computation time,,,,,,,,
Fang2026,2026,ARTICLE,"Energy efficient unified computing framework for smart grids with AI-driven communication, supercomputing, and energy perception orchestration",Sustainable Computing: Informatics and Systems,10.1016/j.suscom.2025.101289,A,accept,learning to optimize,deep learning,optimization,smart grid; power grid,accelerate,,closed,,,33,Smart Grid Energy Management,0,low
Zhu2026,2026,ARTICLE,A cross-space collaborative differential evolution with knowledge transfer and dual-offspring expansion for high-dimensional expensive problems,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2025.113312,A,accept,surrogate; radial basis function; surrogate-assisted,,optimization; dispatch; economic dispatch,power system; economic dispatch,approximate; computational cost; surrogate,,closed,,1,45,Metaheuristic Optimization Algorithms Research,0,low
Goyal2026329,2026,ARTICLE,Solar Energy Prediction Using Machine Learning for Sustainable Energy Future,"Smart Innovation, Systems and Technologies",10.1007/978-3-032-12830-0_28,out,reject,,machine learning; random forest,energy planning,energy system; renewable energy; energy planning,,,,,,,,,
Randall2025174,2025,ARTICLE,Risk-averse contextual predictive maintenance and operations scheduling with flexible generation under wind energy uncertainty,European Journal of Operational Research,10.1016/j.ejor.2025.06.005,A,accept,gaussian process,,unit commitment; scheduling; mixed-integer; stochastic programming,power system; unit commitment,,,closed,,5,40,Wind Energy Research and Development,0,low
Qiao20265293,2026,ARTICLE,Design Considerations and Many-Objective Optimization of Synchronous Condenser Used for New Energy Power System Based on Electromagnetic-Thermal Constraints,IEEE Transactions on Industrial Electronics,10.1109/TIE.2025.3637402,A,accept,surrogate,,optimization,power system,surrogate,,closed,,1,,Adsorption and Cooling Systems,0,low
Wang2025,2025,ARTICLE,Smart grid stability prediction using artificial intelligence: A study based on the UCI smart grid stability dataset,Sustainable Computing: Informatics and Systems,10.1016/j.suscom.2025.101175,out,reject,,machine learning; random forest; gradient boosting; xgboost; support vector,optimization,power system; electric power system; smart grid; power grid,,,,,,,,,
Lee2026,2026,ARTICLE,Feasibility study of solar power curtailment prediction using multivariate dynamic time warping – based machine learning: A case study of Jeju island,Electric Power Systems Research,10.1016/j.epsr.2025.112517,out,reject,,machine learning; random forest; xgboost,optimization,power system; renewable energy; power grid,,,,,,,,,
Vahedi20261227,2026,ARTICLE,Hybrid Deep Learning Model for Electricity Price Forecasting in Renewable-Dominated Markets: The Case of South Australia,IEEE Transactions on Consumer Electronics,10.1109/TCE.2025.3638758,out,reject,,deep learning; machine learning; random forest; xgboost; lstm,,power system; renewable energy,,load forecasting; price forecasting,,,,,,,
Hong2026407,2026,CONFERENCE,A Digital Transformation-Driven Risk Control Model for Field Operations in Power Grids: A Case Study of Huizhou Power Supply Bureau with Machine Learning-Based Behavioral Analysis,"Proceedings of 2025 6th International Conference on Computer Science and Management Technology, ICCSMT 2025",10.1145/3795154.3795218,out,reject,,machine learning; random forest; learning-based,,power system; electric power system; power grid,,,,,,,,,
Rey-Hernández2025,2025,ARTICLE,A Predictive Approach for Energy Efficiency and Emission Reduction in University Campuses,Applied Sciences (Switzerland),10.3390/app15179419,A,accept,radial basis function,neural network; machine learning; random forest; xgboost,optimization; energy planning; model predictive,energy planning,,,gold,https://www.mdpi.com/2076-3417/15/17/9419/pdf?version=1756367392,7,53,Building Energy and Comfort Optimization,1,low
Khan2026,2026,ARTICLE,Multi-objective optimization of hydrogen-integrated hybrid renewable energy systems using an adaptive evolutionary framework,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2026.155001,out,reject,,gradient boosting,optimization; dispatch; multi-objective; pareto,energy system; renewable energy; energy dispatch,,,,,,,,,
Afzal2026,2026,ARTICLE,"Comparative RSM-based study of nano, hybrid, and ternary nanofluid heat transfer with Cattaneo–Christov flux in porous media",Nanotechnology Reviews,10.1515/ntrev-2025-0261,A,accept,response surface; response surface methodology,,optimization,energy system; renewable energy,,,gold,https://www.degruyterbrill.com/document/doi/10.1515/ntrev-2025-0261/pdf,1,37,Nanofluid Flow and Heat Transfer,1,low
Yadav2026289,2026,CONFERENCE,Integrating Digital Twin and Machine Learning for Cybersecurity in Power Electronics-Dominated Grids,"4th IEEE International Conference on Power Electronics and IoT Applications in Renewable Energy and its Control, PARC 2026",10.1109/PARC68365.2026.11453523,B,candidate,,machine learning; random forest,optimization,smart grid; power grid,approximate,,,,,,,,
Napa20261362,2026,ARTICLE,Machine learning-based solar power prediction for major Indian metro cities,IAES International Journal of Artificial Intelligence,10.11591/ijai.v15.i2.pp1362-1370,out,reject,,machine learning; random forest; learning-based,energy planning,renewable energy; energy planning,,,,,,,,,
Zhen2026,2026,ARTICLE,Geothermal extraction performance of abandoned mines with roadway-goaf structures: coupled thermo-hydraulic simulation and techno-economic assessment,Applied Thermal Engineering,10.1016/j.applthermaleng.2026.130930,A,accept,response surface; response surface methodology,,optimization; multi-objective,district heating,accelerate,,closed,,,48,Geothermal Energy Systems and Applications,0,low
Wang2025,2025,ARTICLE,Application of TabPFN model on the energy performance improvement of high-power multistage centrifugal pump,Energy,10.1016/j.energy.2025.138399,A,accept,surrogate,machine learning,optimization; multi-objective,power system,computational cost; surrogate,,closed,,1,36,Cavitation Phenomena in Pumps,0,low
Gammanpila2026,2026,ARTICLE,A data-driven method for predicting short-term electricity demand using technical indicators,Energy Informatics,10.1186/s42162-026-00645-6,out,reject,,,optimisation; scheduling,power system; renewable energy,acceleration,load forecasting,,,,,,,
Abed Al Sailawi2025,2025,ARTICLE,Sensitivity analysis and optimization of PEMFCs for realistic dynamic operating conditions,Journal of Power Sources,10.1016/j.jpowsour.2025.238335,out,reject,,machine learning; random forest; xgboost,optimization,energy system,,,,,,,,,
Mogilicharla20263673,2026,ARTICLE,Edge-Deployable ML Agent for Real-Time Tactic and Technique Attribution in Microgrid Security,IEEE Transactions on Industry Applications,10.1109/TIA.2025.3625870,out,reject,,machine learning; random forest; xgboost; learning-based,optimization,microgrid,,,,,,,,,
