cite_key,original_cite_key,identity_type,identity_value,year,title,venue,doi,sources
Lu20232989,Lu20232989,doi,10.1109/tpwrs.2021.3092220,2023,Distributed Online Dispatch for Microgrids Using Hierarchical Reinforcement Learning Embedded with Operation Knowledge,IEEE Transactions on Power Systems,10.1109/tpwrs.2021.3092220,surrogate_esm_tier_a
Zhang2023,Zhang2023,doi,10.1117/12.2689397,2023,Ultra-short term wind power prediction based on an error correction stacking method,Proceedings of SPIE - The International Society for Optical Engineering,10.1117/12.2689397,surrogate_esm_tier_a
Fu2023898,Fu2023898,doi,10.1016/j.psep.2023.06.028,2023,Multi-criteria optimization of a renewable combined heat and power system using response surface methodology,Process Safety and Environmental Protection,10.1016/j.psep.2023.06.028,surrogate_esm_tier_a
Coşkuner Filiz2023,Coşkuner Filiz2023,doi,10.1016/j.jclepro.2023.138297,2023,Regeneration of Co-based bead type catalyst in ammonia borane hydrolysis for hydrogen generation: Artificial neural networks and response surface methodology,Journal of Cleaner Production,10.1016/j.jclepro.2023.138297,surrogate_esm_tier_a
Geetha20247989,Geetha20247989,doi,10.1080/03772063.2024.2352648,2024,Bidirectional Power Sharing Control with Current-Fed Dual Active Bridge Converter: Hybrid Technique,IETE Journal of Research,10.1080/03772063.2024.2352648,surrogate_esm_tier_a
Nie2023,Nie2023,doi,10.1016/j.apenergy.2023.120926,2023,Energy-efficient lane-change motion planning for personalized autonomous driving,Applied Energy,10.1016/j.apenergy.2023.120926,surrogate_esm_tier_a
Mi20231359,Mi20231359,doi,10.17775/cseejpes.2020.04800,2023,Robust Load Frequency Control for Isolated Microgrids Based on Double-loop Compensation,CSEE Journal of Power and Energy Systems,10.17775/cseejpes.2020.04800,surrogate_esm_tier_a
Sánchez-Zabala2024,Sánchez-Zabala2024,doi,10.1016/j.ecmx.2023.100512,2024,Building energy performance metamodels for district energy management optimisation platforms,Energy Conversion and Management: X,10.1016/j.ecmx.2023.100512,surrogate_esm_tier_a
Dsouza2023133,Dsouza2023133,doi,10.1002/sys.21645,2023,A hybrid approach for enhancing and optimizing the power quality and power flow in Smart Grid Connected System,Systems Engineering,10.1002/sys.21645,surrogate_esm_tier_a
Ghasempour2023,Ghasempour2023,doi,10.1109/isiea58478.2023.10212291,2023,Electric Load Forecasting Using Multiple Output Gaussian Processes and Multiple Kernel Learning,"2023 IEEE Symposium on Industrial Electronics and Applications, ISIEA 2023",10.1109/isiea58478.2023.10212291,surrogate_esm_tier_a
Shen20231181,Shen20231181,doi,10.1109/tla.2023.10268273,2023,A Global Sensitivity-based Identification of Key Factors on Stability of Power Grid with Multi-outfeed HVDC,IEEE Latin America Transactions,10.1109/tla.2023.10268273,surrogate_esm_tier_a
Wang2024__3,Wang2024,doi,10.1016/j.rser.2023.114015,2024,A review on renewable energy-based chemical engineering design and optimization,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2023.114015,surrogate_esm_tier_a
Zhang20241,Zhang20241,doi,10.4108/ew.3809,2024,Photovoltaic power generation prediction and optimization configuration model based on GPR and improved PSO algorithm,EAI Endorsed Transactions on Energy Web,10.4108/ew.3809,surrogate_esm_tier_a
Baskar202419,Baskar202419,doi,10.1007/978-981-97-0910-6_3,2024,An Experimental Study on Optimal Evaluation and Operational Conditions of Thermal Energy Systems in Green Building,Lecture Notes in Civil Engineering,10.1007/978-981-97-0910-6_3,surrogate_esm_tier_a
Abdel Hameed2023,Abdel Hameed2023,doi,10.1016/j.energy.2022.125809,2023,Shape optimization of a shrouded Archimedean-spiral type wind turbine for small-scale applications,Energy,10.1016/j.energy.2022.125809,surrogate_esm_tier_a
Weng2023,Weng2023,doi,10.3390/su151410995,2023,Distributed Energy Resource Exploitation through Co-Optimization of Power System and Data Centers with Uncertainties during Demand Response,Sustainability (Switzerland),10.3390/su151410995,surrogate_esm_tier_a
Natava202366,Natava202366,doi,10.1145/3638209.3638220,2023,"Forecasting of daily global solar radiation in Dumaguete, Philippines using NARX-LSTM Hybrid Network",ACM International Conference Proceeding Series,10.1145/3638209.3638220,surrogate_esm_tier_a
Sundaramahalingam202352,Sundaramahalingam202352,doi,10.1016/j.renene.2023.03.070,2023,Concomitant strategy of wastewater treatment and biodiesel production using innate yeast cell (Rhodotorula mucilaginosa) from food industry sewerage and its energy system analysis,Renewable Energy,10.1016/j.renene.2023.03.070,surrogate_esm_tier_a
Zheng2023,Zheng2023,doi,10.3389/fenrg.2023.1335363,2023,Reliability-constrained capacity market design with high proportions of renewable energies,Frontiers in Energy Research,10.3389/fenrg.2023.1335363,surrogate_esm_tier_a
Seane2023,Seane2023,doi,10.3389/fenrg.2023.1237108,2023,"Modelling and optimizing microgrid systems with the utilization of real-time residential data: a case study for Palapye, Botswana",Frontiers in Energy Research,10.3389/fenrg.2023.1237108,surrogate_esm_tier_a
Hai20237401,Hai20237401,doi,10.1007/s00500-023-07977-5,2023,A novel intelligent method to increase accuracy of hybrid photovoltaic-wind system-based MPPT and pitch angle controller,Soft Computing,10.1007/s00500-023-07977-5,surrogate_esm_tier_a
Rastegar2023,Rastegar2023,doi,10.1007/s12053-023-10125-5,2023,A new NIALM system design based on neural network architecture and adaptive springy particle swarm optimization algorithm,Energy Efficiency,10.1007/s12053-023-10125-5,surrogate_esm_tier_a
Dezhdar20243740,Dezhdar20243740,doi,10.1080/15435075.2024.2399785,2024,"Development of a hybrid renewable energy system for residential complexes in solar-rich regions, harnessing the collaborative power of TRNSYS and the response surface methodology",International Journal of Green Energy,10.1080/15435075.2024.2399785,surrogate_esm_tier_a
Kim2023,Kim2023,doi,10.1016/j.energy.2022.125582,2023,A probabilistic approach to potential estimation of renewable energy resources based on augmented spatial interpolation,Energy,10.1016/j.energy.2022.125582,surrogate_esm_tier_a
Zhang2024__4,Zhang2024,doi,10.1109/appeec61255.2024.10922336,2024,Low-Carbon Optimization Dispatch of Multi-Integrated Energy System Based on Kriging Metamodel and Stackelberg Game,"Asia-Pacific Power and Energy Engineering Conference, APPEEC",10.1109/appeec61255.2024.10922336,surrogate_esm_tier_a
Lin2023,Lin2023,doi,10.3389/fenrg.2023.1273760,2023,Data-driven method of solving computationally expensive combined economic/emission dispatch problems in large-scale power systems: an improved kriging-assisted optimization approach,Frontiers in Energy Research,10.3389/fenrg.2023.1273760,surrogate_esm_tier_a
Dong2023,Dong2023,doi,10.1016/j.seta.2023.103546,2023,Chance-constrained optimal dispatch of integrated energy systems based on data-driven sparse polynomial chaos expansion,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2023.103546,surrogate_esm_tier_a
Liang20246508,Liang20246508,doi,10.1109/tpwrs.2024.3351435,2024,Joint Chance-Constrained Unit Commitment: Statistically Feasible Robust Optimization With Learning-to-Optimize Acceleration,IEEE Transactions on Power Systems,10.1109/tpwrs.2024.3351435,surrogate_esm_tier_a
Klute2024,Klute2024,doi,10.3390/en17010241,2024,Improving Computation Time for Optimization Runs of Modelica-Based Energy Systems,Energies,10.3390/en17010241,surrogate_esm_tier_a
Li2023,Li2023,doi,10.1016/j.enbuild.2022.112752,2023,A novel method of creating machine learning-based time series meta-models for building energy analysis,Energy and Buildings,10.1016/j.enbuild.2022.112752,surrogate_esm_tier_a
Micallef2024750,Micallef2024750,doi,10.1109/melecon56669.2024.10608691,2024,A Two-Stage Approach Combining Constraint-Based Algorithms and Gaussian Process Regression for Estimation of Cruise Ship Hotel Loads,"2024 IEEE 22nd Mediterranean Electrotechnical Conference, MELECON 2024",10.1109/melecon56669.2024.10608691,surrogate_esm_tier_a
Dong2023__2,Dong2023,doi,10.1016/j.eswa.2023.120304,2023,Robust optimal scheduling for integrated energy systems based on multi-objective confidence gap decision theory,Expert Systems with Applications,10.1016/j.eswa.2023.120304,surrogate_esm_tier_a
Ceylan202416623,Ceylan202416623,doi,10.1080/15567036.2021.2024919,2024,Forecasting gasoline consumption using machine learning algorithms during COVID-19 pandemic,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",10.1080/15567036.2021.2024919,surrogate_esm_tier_a
Gambarelli2023,Gambarelli2023,doi,10.36688/ewtec-2023-619,2023,On the spatial interpolation of ocean energy source variables: A comparative analysis,Proceedings of the European Wave and Tidal Energy Conference,10.36688/ewtec-2023-619,surrogate_esm_tier_a
Ruan2023,Ruan2023,doi,10.1016/j.apenergy.2023.121470,2023,Assessment of spatiotemporally coordinated cyberattacks on renewable energy forecasting in smart energy system,Applied Energy,10.1016/j.apenergy.2023.121470,surrogate_esm_tier_a
Zhang2024821,Zhang2024821,doi,10.1109/tpwrs.2023.3244895,2024,Tractable Data Enriched Distributionally Robust Chance-Constrained Conservation Voltage Reduction,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3244895,surrogate_esm_tier_a
Nguyen20242361,Nguyen20242361,doi,10.1109/tpwrs.2023.3334080,2024,Sample-Efficient Learning for a Surrogate Model of Three-Phase Distribution System,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3334080,surrogate_esm_tier_a
Selvakumaran20247723,Selvakumaran20247723,doi,10.1080/03772063.2024.2352644,2024,A Hybrid RBFNN-SPOA Technique for Multi-Source EV Power System with Single-Switch DC-DC Converter,IETE Journal of Research,10.1080/03772063.2024.2352644,surrogate_esm_tier_a
Wu2024391,Wu2024391,doi,10.1109/tpwrs.2023.3240106,2024,Synergistic Integration of Machine Learning and Mathematical Optimization for Unit Commitment,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3240106,surrogate_esm_tier_a
Jena2024__2,Jena2024,doi,10.1080/01430750.2024.2367107,2024,Investigation on varied sewage sludge producer gas and methane blend equivalence ratios operated SI engine intact with Miller cycle strategy,International Journal of Ambient Energy,10.1080/01430750.2024.2367107,surrogate_esm_tier_a
Jalali2023,Jalali2023,doi,10.1109/pesgm52003.2023.10253209,2023,Strategic Investment in Energy Markets using Bayesian optimization,IEEE Power and Energy Society General Meeting,10.1109/pesgm52003.2023.10253209,surrogate_esm_tier_a
Mitrovic2023__2,Mitrovic2023,doi,10.1109/powertech55446.2023.10202724,2023,Fast Data-Driven Chance Constrained AC-OPF Using Hybrid Sparse Gaussian Processes,"2023 IEEE Belgrade PowerTech, PowerTech 2023",10.1109/powertech55446.2023.10202724,surrogate_esm_tier_a
Zhou2023184,Zhou2023184,doi,10.1109/ceect59667.2023.10420617,2023,Integrated Model Forecasting of Electric Power Loads for Large Consumers Based on Fuzzy RBF Neural Network,"Proceedings - 2023 5th International Conference on Electrical Engineering and Control Technologies, CEECT 2023",10.1109/ceect59667.2023.10420617,surrogate_esm_tier_a
Boudab2024579,Boudab2024579,doi,10.1007/978-981-97-0045-5_50,2024,Solution of Combined Economic and Emission Dispatch Problem Using a Lagrangian Dynamic Neural Networks,Lecture Notes in Electrical Engineering,10.1007/978-981-97-0045-5_50,surrogate_esm_tier_a
Lei20247417,Lei20247417,doi,10.1109/tpwrs.2023.3304136,2024,Surrogate Formulation for Chance-Constrained DC Optimal Power Flow With Affine Control Policy,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3304136,surrogate_esm_tier_a
Pasta2023,Pasta2023,doi,10.1016/j.apor.2023.103749,2023,Data-driven control of wave energy systems using random forests and deep neural networks,Applied Ocean Research,10.1016/j.apor.2023.103749,surrogate_esm_tier_a
Fernandes2023,Fernandes2023,doi,10.3390/su151411161,2023,A Demand Forecasting Strategy Based on a Retrofit Architecture for Remote Monitoring of Legacy Building Circuits,Sustainability (Switzerland),10.3390/su151411161,surrogate_esm_tier_a
Sharma2023,Sharma2023,doi,10.1016/j.ecmx.2023.100440,2023,Optimization and thermo-economic performance of a solar-powered vapor absorption cooling system integrated with sensible thermal energy storage,Energy Conversion and Management: X,10.1016/j.ecmx.2023.100440,surrogate_esm_tier_a
Zhang20234075,Zhang20234075,doi,10.1007/s40747-022-00943-y,2023,Surrogated-assisted multimodal multi-objective optimization for hybrid renewable energy system,Complex and Intelligent Systems,10.1007/s40747-022-00943-y,surrogate_esm_tier_a
Saranya202450,Saranya202450,doi,10.52254/1857-0070.2024.1-61.05,2024,Improved Clamped Z-Source Converter with Optimized Maximum Power Point Tracker for Hybrid Renewable Energy Systems Based Energy Management System; [Convertorul îmbunătățit de limitare a impedanței cu sistemul optimizat de urmărire a punctului de putere maximă pentru sistemul de control al unui sistem combinat de alimentare cu surse de energie regenerabile]; [Модифицированный ограничивающий импедансный преобразователь с оптимизированной следящей системой за точкой максимальной мощности для системы управления комбинированной системой энергоснабжения с ВИЭ],Problems of the Regional Energetics,10.52254/1857-0070.2024.1-61.05,surrogate_esm_tier_a
Saravanakumar2023,Saravanakumar2023,doi,10.1142/s0218126624501111,2023,An Extended Topology Named Active Switched Capacitor/Switched Inductor Quasi-Z-Source with Multilevel Inverter (ASC/SL-QZSI) for Three-Phase Grid-Tie PV Power System: A SPBO-RBFNN Control Scheme,"Journal of Circuits, Systems and Computers",10.1142/s0218126624501111,surrogate_esm_tier_a
Qi2023,Qi2023,doi,10.1016/j.rser.2023.113282,2023,Strategies for flexible operation of power-to-X processes coupled with renewables,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2023.113282,surrogate_esm_tier_a
Hu2023277,Hu2023277,doi,10.1109/pandafpe57779.2023.10141124,2023,Probabilistic Optimal Power Flow for Interconnected Power System with Photovoltaic Power Generation Considering Transaction Power Constraint,"Proceedings - 2023 Panda Forum on Power and Energy, PandaFPE 2023",10.1109/pandafpe57779.2023.10141124,surrogate_esm_tier_a
Roy2023,Roy2023,doi,10.1016/j.apenergy.2023.121486,2023,Multi-objective optimization of biomass gasification based combined heat and power system employing molten carbonate fuel cell and externally fired gas turbine,Applied Energy,10.1016/j.apenergy.2023.121486,surrogate_esm_tier_a
Li202359995,Li202359995,doi,10.1109/access.2023.3285199,2023,Learning to Solve Optimization Problems With Hard Linear Constraints,IEEE Access,10.1109/access.2023.3285199,surrogate_esm_tier_a
Monshet2024629,Monshet2024629,doi,10.1007/978-3-031-35471-7_46,2024,Implementing Surrogate Modeling Techniques for Designing Optimal Building Envelops: A Case Study,Lecture Notes in Civil Engineering,10.1007/978-3-031-35471-7_46,surrogate_esm_tier_a
